Text,Book,Chapter
"We know what terrors warm him hence,",BOOK IV,Canto XI. Dundubhi.
And roam these woods in confidence.,BOOK IV,Canto XI. Dundubhi.
"Look, Prince, before thee white and dry",BOOK IV,Canto XI. Dundubhi.
"The demon's bones uncovered lie,",BOOK IV,Canto XI. Dundubhi.
"Who, like a hill in bulk and length,",BOOK IV,Canto XI. Dundubhi.
Fell ruind for his pride of strength.,BOOK IV,Canto XI. Dundubhi.
See those high Sal trees seven in row,BOOK IV,Canto XI. Dundubhi.
"That droop their mighty branches low,",BOOK IV,Canto XI. Dundubhi.
"These at one grasp would Bali seize,",BOOK IV,Canto XI. Dundubhi.
And leafless shake the trembling trees.,BOOK IV,Canto XI. Dundubhi.
"These tales I tell, O Prince, to show",BOOK IV,Canto XI. Dundubhi.
The matchless power that arms the foe.,BOOK IV,Canto XI. Dundubhi.
How canst thou hope to slay him? how,BOOK IV,Canto XI. Dundubhi.
"Meet Bali in the battle now?""",BOOK IV,Canto XI. Dundubhi.
Sugriva spoke and sadly sighed:,BOOK IV,Canto XI. Dundubhi.
And Lakshman with a laugh replied:,BOOK IV,Canto XI. Dundubhi.
"""What show of power, what proof and test",BOOK IV,Canto XI. Dundubhi.
"May still the doubts that fill thy breast?""",BOOK IV,Canto XI. Dundubhi.
He spoke. Sugriva thus replied:,BOOK IV,Canto XI. Dundubhi.
"""See yonder Sal trees side by side.",BOOK IV,Canto XI. Dundubhi.
King Bali here would take his stand,BOOK IV,Canto XI. Dundubhi.
"Grasping his bow with vigorous hand,",BOOK IV,Canto XI. Dundubhi.
"And every arrow, keen and true,",BOOK IV,Canto XI. Dundubhi.
Would strike its tree and pierce it through.,BOOK IV,Canto XI. Dundubhi.
"If Rama now his bow will bend,",BOOK IV,Canto XI. Dundubhi.
And through one trunk an arrow send;,BOOK IV,Canto XI. Dundubhi.
Or if his arm can raise and throw,BOOK IV,Canto XI. Dundubhi.
"Two hundred measures of his bow,",BOOK IV,Canto XI. Dundubhi.
"Grasped by a foot and hurled through air,",BOOK IV,Canto XI. Dundubhi.
"The demon bull that moulders there,",BOOK IV,Canto XI. Dundubhi.
My heart will own his might and fain,BOOK IV,Canto XI. Dundubhi.
"Believe my foe already slain.""",BOOK IV,Canto XI. Dundubhi.
"Sugriva spoke inflamed with ire,",BOOK IV,Canto XI. Dundubhi.
"Scanned Rama with a glance of fire,",BOOK IV,Canto XI. Dundubhi.
Pondered a while in silent mood.,BOOK IV,Canto XI. Dundubhi.
And thus again his speech renewed:,BOOK IV,Canto XI. Dundubhi.
"""All lands with Bali's glories ring,",BOOK IV,Canto XI. Dundubhi.
"A valiant, strong, and mighty king;",BOOK IV,Canto XI. Dundubhi.
"In conscious power unused to yield,",BOOK IV,Canto XI. Dundubhi.
A hero first in every field.,BOOK IV,Canto XI. Dundubhi.
"His wondrous deeds his might declare,",BOOK IV,Canto XI. Dundubhi.
Deeds Gods might scarcely do or dare;,BOOK IV,Canto XI. Dundubhi.
And on this power reflecting still,BOOK IV,Canto XI. Dundubhi.
I roam on Rishyamuka's hill.,BOOK IV,Canto XI. Dundubhi.
"Awed by my brother's might I rove,",BOOK IV,Canto XI. Dundubhi.
"In doubt and fear, from grove to grove,",BOOK IV,Canto XI. Dundubhi.
"While Hanuman, my chosen friend,",BOOK IV,Canto XI. Dundubhi.
And faithful lords my steps attend;,BOOK IV,Canto XI. Dundubhi.
"And now, O true to friendship's tie,",BOOK IV,Canto XI. Dundubhi.
I hail in thee my best ally.,BOOK IV,Canto XI. Dundubhi.
"My surest refuge from my foes,",BOOK IV,Canto XI. Dundubhi.
And steadfast as the Lord of Snows.,BOOK IV,Canto XI. Dundubhi.
"Still, when I muse how strong and bold",BOOK IV,Canto XI. Dundubhi.
"Is cruel Bali, evil-souled,",BOOK IV,Canto XI. Dundubhi.
"But ne'er, O chief of Raghu's line,",BOOK IV,Canto XI. Dundubhi.
"Have seen what strength in war is thine,",BOOK IV,Canto XI. Dundubhi.
Though in my heart I may not dare,BOOK IV,Canto XI. Dundubhi.
"Doubt thy great might, despise, compare,",BOOK IV,Canto XI. Dundubhi.
Thoughts of his fearful deeds will rise,BOOK IV,Canto XI. Dundubhi.
And fill my soul with sad surmise.,BOOK IV,Canto XI. Dundubhi.
"Speech, form, and trust which naught may move",BOOK IV,Canto XI. Dundubhi.
"Thy secret strength and glory prove,",BOOK IV,Canto XI. Dundubhi.
As smouldering ashes dimly show,BOOK IV,Canto XI. Dundubhi.
"The dormant fires that live below.""",BOOK IV,Canto XI. Dundubhi.
"He ceased: and Rama answered, while",BOOK IV,Canto XI. Dundubhi.
Played o'er his lips a gracious smile:,BOOK IV,Canto XI. Dundubhi.
"""Not yet convinced? This clear assay",BOOK IV,Canto XI. Dundubhi.
"Shall drive each lingering doubt away.""",BOOK IV,Canto XI. Dundubhi.
"Thus Rama spoke his heart to cheer,",BOOK IV,Canto XI. Dundubhi.
To Dundubhi's vast frame drew near:,BOOK IV,Canto XI. Dundubhi.
He touched it with his foot in play,BOOK IV,Canto XI. Dundubhi.
And sent it twenty leagues away.,BOOK IV,Canto XI. Dundubhi.
Sugriva marked what easy force,BOOK IV,Canto XI. Dundubhi.
Hurled through the air that demon's corse,BOOK IV,Canto XI. Dundubhi.
"Whose mighty bones were white and dried,",BOOK IV,Canto XI. Dundubhi.
And to the son of Raghu cried:,BOOK IV,Canto XI. Dundubhi.
"""My brother Bali, when his might",BOOK IV,Canto XI. Dundubhi.
"Was drunk and weary from the fight,",BOOK IV,Canto XI. Dundubhi.
"Hurled forth the monster body, fresh",BOOK IV,Canto XI. Dundubhi.
"With skin and sinews, blood and flesh.",BOOK IV,Canto XI. Dundubhi.
"Now flesh and blood are dried away,",BOOK IV,Canto XI. Dundubhi.
"The crumbling bones are light as hay,",BOOK IV,Canto XI. Dundubhi.
"Which thou, O Raghu's son, hast sent",BOOK IV,Canto XI. Dundubhi.
Flying through air in merriment.,BOOK IV,Canto XI. Dundubhi.
This test alone is weak to show,BOOK IV,Canto XI. Dundubhi.
If thou be stronger or the foe.,BOOK IV,Canto XI. Dundubhi.
"By thee a heap of mouldering bone,",BOOK IV,Canto XI. Dundubhi.
By him the recent corse was thrown.,BOOK IV,Canto XI. Dundubhi.
"Thy strength, O Prince, is yet untried:",BOOK IV,Canto XI. Dundubhi.
"Come, pierce one tree: let this decide.",BOOK IV,Canto XI. Dundubhi.
Prepare thy ponderous bow and bring,BOOK IV,Canto XI. Dundubhi.
Close to thine ear the straining string.,BOOK IV,Canto XI. Dundubhi.
"On yonder Sal tree fix thine eye,",BOOK IV,Canto XI. Dundubhi.
"And let the mighty arrow fly,",BOOK IV,Canto XI. Dundubhi.
"I doubt not, chief, that I shall see",BOOK IV,Canto XI. Dundubhi.
Thy pointed shaft transfix the tree.,BOOK IV,Canto XI. Dundubhi.
"Then come, assay the easy task,",BOOK IV,Canto XI. Dundubhi.
And do for love the thing I ask.,BOOK IV,Canto XI. Dundubhi.
"Best of all lights, the Day-God fills",BOOK IV,Canto XI. Dundubhi.
With glory earth and sky:,BOOK IV,Canto XI. Dundubhi.
Himalaya is the lord of hills,BOOK IV,Canto XI. Dundubhi.
That heave their heads on high.,BOOK IV,Canto XI. Dundubhi.
The royal lion is the best,BOOK IV,Canto XI. Dundubhi.
Of beasts that tread the earth;,BOOK IV,Canto XI. Dundubhi.
"And thou, O hero, art confessed",BOOK IV,Canto XI. Dundubhi.
"First in heroic worth.""",BOOK IV,Canto XI. Dundubhi.
"Then Rama, that his friend might know",BOOK IV,Canto XII. The Palm Trees.
"His strength unrivalled, grasped his bow,",BOOK IV,Canto XII. The Palm Trees.
"That mighty bow the foe's dismay,--",BOOK IV,Canto XII. The Palm Trees.
And on the string an arrow lay.,BOOK IV,Canto XII. The Palm Trees.
"Next on the tree his eye he bent,",BOOK IV,Canto XII. The Palm Trees.
And forth the hurtling weapon went.,BOOK IV,Canto XII. The Palm Trees.
"Loosed from the matchless hero's hold,",BOOK IV,Canto XII. The Palm Trees.
"That arrow, decked with burning gold,",BOOK IV,Canto XII. The Palm Trees.
"Cleft the seven palms in line, and through",BOOK IV,Canto XII. The Palm Trees.
The hill that rose behind them flew:,BOOK IV,Canto XII. The Palm Trees.
"Six subterranean realms it passed,",BOOK IV,Canto XII. The Palm Trees.
"And reached the lowest depth at last,",BOOK IV,Canto XII. The Palm Trees.
Whence speeding back through earth and air,BOOK IV,Canto XII. The Palm Trees.
"It sought the quiver, and rested there.(573)",BOOK IV,Canto XII. The Palm Trees.
"Upon the cloven trees amazed,",BOOK IV,Canto XII. The Palm Trees.
The sovereign of the Vanars gazed.,BOOK IV,Canto XII. The Palm Trees.
With all his chains and gold outspread,BOOK IV,Canto XII. The Palm Trees.
Prostrate on earth he laid his head.,BOOK IV,Canto XII. The Palm Trees.
"Then, rising, palm to palm he laid",BOOK IV,Canto XII. The Palm Trees.
"In reverent act, obeisance made,",BOOK IV,Canto XII. The Palm Trees.
"And joyously to Rama, best",BOOK IV,Canto XII. The Palm Trees.
"Of war-trained chiefs, these words addressed:",BOOK IV,Canto XII. The Palm Trees.
"""What champion, Raghu's son, may hope",BOOK IV,Canto XII. The Palm Trees.
"With thee in deadly fight to cope,",BOOK IV,Canto XII. The Palm Trees.
"Whose arrow, leaping from the bow,",BOOK IV,Canto XII. The Palm Trees.
Cleaves tree and hill and earth below?,BOOK IV,Canto XII. The Palm Trees.
"Scarce might the Gods, arrayed for strife",BOOK IV,Canto XII. The Palm Trees.
"By Indra's self, escape, with life",BOOK IV,Canto XII. The Palm Trees.
Assailed by thy victorious hand:,BOOK IV,Canto XII. The Palm Trees.
And how may Bali hope to stand?,BOOK IV,Canto XII. The Palm Trees.
"All grief and care are past away,",BOOK IV,Canto XII. The Palm Trees.
"And joyous thoughts my bosom sway,",BOOK IV,Canto XII. The Palm Trees.
"Who have in thee a friend, renowned,",BOOK IV,Canto XII. The Palm Trees.
"As Varun(574) or as Indra, found.",BOOK IV,Canto XII. The Palm Trees.
"Then on! subdue,--'tis friendship's claim,--",BOOK IV,Canto XII. The Palm Trees.
My foe who bears a brother's name.,BOOK IV,Canto XII. The Palm Trees.
Strike Bali down beneath thy feet:,BOOK IV,Canto XII. The Palm Trees.
"With suppliant hands I thus entreat.""",BOOK IV,Canto XII. The Palm Trees.
"Sugriva ceased, and Rama pressed",BOOK IV,Canto XII. The Palm Trees.
The grateful Vanar to his breast;,BOOK IV,Canto XII. The Palm Trees.
And thoughts of kindred feeling woke,BOOK IV,Canto XII. The Palm Trees.
"In Lakshman's bosom, as he spoke:",BOOK IV,Canto XII. The Palm Trees.
"""On to Kishkindha, on with speed!",BOOK IV,Canto XII. The Palm Trees.
"Thou, Vanar King, our way shalt lead,",BOOK IV,Canto XII. The Palm Trees.
Then challenge Bali forth to fight.,BOOK IV,Canto XII. The Palm Trees.
"Thy foe who scorns a brother's right.""",BOOK IV,Canto XII. The Palm Trees.
They sought Kishkindha's gate and stood,BOOK IV,Canto XII. The Palm Trees.
"Concealed by trees in densest wood,",BOOK IV,Canto XII. The Palm Trees.
"Sugriva, to the fight addressed,",BOOK IV,Canto XII. The Palm Trees.
"More closely drew his cinctured vest,",BOOK IV,Canto XII. The Palm Trees.
And raised a wild sky-piercing shout,BOOK IV,Canto XII. The Palm Trees.
To call the foeman Bali out.,BOOK IV,Canto XII. The Palm Trees.
"Forth came impetuous Bali, stirred",BOOK IV,Canto XII. The Palm Trees.
To fury by the shout he heard.,BOOK IV,Canto XII. The Palm Trees.
"So the great sun, ere night has ceased,",BOOK IV,Canto XII. The Palm Trees.
Springs up impatient to the east.,BOOK IV,Canto XII. The Palm Trees.
Then fierce and wild the conflict raged,BOOK IV,Canto XII. The Palm Trees.
"As hand to hand the foes engaged,",BOOK IV,Canto XII. The Palm Trees.
As though in battle mid the stars,BOOK IV,Canto XII. The Palm Trees.
Fought Mercury and fiery Mars.(575),BOOK IV,Canto XII. The Palm Trees.
To highest pitch of frenzy wrought,BOOK IV,Canto XII. The Palm Trees.
"With fists like thunderbolts they fought,",BOOK IV,Canto XII. The Palm Trees.
"While near them Rama took his stand,",BOOK IV,Canto XII. The Palm Trees.
"And viewed the battle, bow in hand.",BOOK IV,Canto XII. The Palm Trees.
"Alike they stood in form and might,",BOOK IV,Canto XII. The Palm Trees.
"Like heavenly Asvins(576) paired in fight,",BOOK IV,Canto XII. The Palm Trees.
Nor might the son of Raghu know,BOOK IV,Canto XII. The Palm Trees.
Where fought the friend and where the foe;,BOOK IV,Canto XII. The Palm Trees.
"So, while his bow was ready bent,",BOOK IV,Canto XII. The Palm Trees.
No life-destroying shaft he sent.,BOOK IV,Canto XII. The Palm Trees.
Crushed down by Bali's mightier stroke,BOOK IV,Canto XII. The Palm Trees.
"Sugriva's force now sank and broke,",BOOK IV,Canto XII. The Palm Trees.
"Who, hoping naught from Rama's aid,",BOOK IV,Canto XII. The Palm Trees.
"To Rishyamuka fled dismayed,",BOOK IV,Canto XII. The Palm Trees.
"Weary, and faint, and wounded sore,",BOOK IV,Canto XII. The Palm Trees.
"His body bruised and dyed with gore,",BOOK IV,Canto XII. The Palm Trees.
"From Bali's blows, in rage and dread,",BOOK IV,Canto XII. The Palm Trees.
Afar to sheltering woods he fled.,BOOK IV,Canto XII. The Palm Trees.
"Nor Bali farther dared pursue,",BOOK IV,Canto XII. The Palm Trees.
The curbing curse too well he knew.,BOOK IV,Canto XII. The Palm Trees.
"""Fled from thy death!"" the victor cried,",BOOK IV,Canto XII. The Palm Trees.
And home the mighty warrior hied.,BOOK IV,Canto XII. The Palm Trees.
"Hanuman, Lakshman, Raghu's son",BOOK IV,Canto XII. The Palm Trees.
"Beheld the conquered Vanar run,",BOOK IV,Canto XII. The Palm Trees.
And followed to the sheltering shade,BOOK IV,Canto XII. The Palm Trees.
Where yet Sugriva stood dismayed.,BOOK IV,Canto XII. The Palm Trees.
"Near and more near the chieftains came,",BOOK IV,Canto XII. The Palm Trees.
"Then, for intolerable shame,",BOOK IV,Canto XII. The Palm Trees.
"Not daring yet to lift his eyes,",BOOK IV,Canto XII. The Palm Trees.
Sugriva spoke with burning sighs:,BOOK IV,Canto XII. The Palm Trees.
"""Thy matchless strength I first beheld,",BOOK IV,Canto XII. The Palm Trees.
"And dared my foe, by thee impelled.",BOOK IV,Canto XII. The Palm Trees.
Why hast thou tried me with deceit,BOOK IV,Canto XII. The Palm Trees.
And urged me to a sure defeat?,BOOK IV,Canto XII. The Palm Trees.
"Thou shouldst have said, ""I will not slay",BOOK IV,Canto XII. The Palm Trees.
"Thy foeman in the coming fray.""",BOOK IV,Canto XII. The Palm Trees.
For had I then thy purpose known,BOOK IV,Canto XII. The Palm Trees.
"I had not waged the fight alone.""",BOOK IV,Canto XII. The Palm Trees.
"The Vanar sovereign, lofty-souled,",BOOK IV,Canto XII. The Palm Trees.
In plaintive voice his sorrows told.,BOOK IV,Canto XII. The Palm Trees.
"Then Rama spake: ""Sugriva, list,",BOOK IV,Canto XII. The Palm Trees.
"All anger from thy heart dismissed,",BOOK IV,Canto XII. The Palm Trees.
And I will tell the cause that stayed,BOOK IV,Canto XII. The Palm Trees.
"Mine arrow, and withheld the aid.",BOOK IV,Canto XII. The Palm Trees.
"In dress, adornment, port, and height,",BOOK IV,Canto XII. The Palm Trees.
"In splendour, battle-shout, and might,",BOOK IV,Canto XII. The Palm Trees.
No shade of difference could I see,BOOK IV,Canto XII. The Palm Trees.
"Between thy foe, O King, and thee.",BOOK IV,Canto XII. The Palm Trees.
"So like was each, I stood at gaze,",BOOK IV,Canto XII. The Palm Trees.
"My senses lost in wildering maze,",BOOK IV,Canto XII. The Palm Trees.
Nor loosened from my straining bow,BOOK IV,Canto XII. The Palm Trees.
"A deadly arrow at the foe,",BOOK IV,Canto XII. The Palm Trees.
Lest in my doubt the shaft should send,BOOK IV,Canto XII. The Palm Trees.
To sudden death our surest friend.,BOOK IV,Canto XII. The Palm Trees.
"O, if this hand in heedless guilt",BOOK IV,Canto XII. The Palm Trees.
"And rash resolve thy blood had spilt,",BOOK IV,Canto XII. The Palm Trees.
"Through every land, O Vanar King,",BOOK IV,Canto XII. The Palm Trees.
My wild and foolish act would ring.,BOOK IV,Canto XII. The Palm Trees.
Sore weight of sin on him must lie,BOOK IV,Canto XII. The Palm Trees.
By whom a friend is made to die;,BOOK IV,Canto XII. The Palm Trees.
"And Lakshman, I, and Sita, best",BOOK IV,Canto XII. The Palm Trees.
"Of dames, on thy protection rest.",BOOK IV,Canto XII. The Palm Trees.
"On, warrior! for the fight prepare;",BOOK IV,Canto XII. The Palm Trees.
Nor fear again thy foe to dare.,BOOK IV,Canto XII. The Palm Trees.
Within one hour thine eye shall view,BOOK IV,Canto XII. The Palm Trees.
My arrow strike thy foeman through;,BOOK IV,Canto XII. The Palm Trees.
Shall see the stricken Bali lie,BOOK IV,Canto XII. The Palm Trees.
"Low on the earth, and gasp and die.",BOOK IV,Canto XII. The Palm Trees.
"But come, a badge about thee bind,",BOOK IV,Canto XII. The Palm Trees.
"O monarch of the Vanar kind,",BOOK IV,Canto XII. The Palm Trees.
That in the battle shock mine eyes,BOOK IV,Canto XII. The Palm Trees.
The friend and foe may recognize.,BOOK IV,Canto XII. The Palm Trees.
"Come, Lakshman, let that creeper deck",BOOK IV,Canto XII. The Palm Trees.
"With brightest bloom Sugriva's neck,",BOOK IV,Canto XII. The Palm Trees.
"And be a happy token, twined",BOOK IV,Canto XII. The Palm Trees.
"Around the chief of lofty mind.""",BOOK IV,Canto XII. The Palm Trees.
Upon the mountain slope there grew,BOOK IV,Canto XII. The Palm Trees.
"A threading creeper fair to view,",BOOK IV,Canto XII. The Palm Trees.
And Lakshman plucked the bloom and round,BOOK IV,Canto XII. The Palm Trees.
Sugriva's neck a garland wound.,BOOK IV,Canto XII. The Palm Trees.
"Graced with the flowery wreath he wore,",BOOK IV,Canto XII. The Palm Trees.
The Vanar chief the semblance bore,BOOK IV,Canto XII. The Palm Trees.
Of a dark cloud at close of day,BOOK IV,Canto XII. The Palm Trees.
"Engarlanded with cranes at play,",BOOK IV,Canto XII. The Palm Trees.
In glorious light the Vanar glowed,BOOK IV,Canto XII. The Palm Trees.
"As by his comrade's side he strode,",BOOK IV,Canto XII. The Palm Trees.
"And, still on Rama's word intent,",BOOK IV,Canto XII. The Palm Trees.
His steps to great Kishkindha bent.,BOOK IV,Canto XII. The Palm Trees.
"Thus with Sugriva, from the side",BOOK IV,Canto XIII. The Return To Kishkindha.
"Of Rishyamuka, Rama hied,",BOOK IV,Canto XIII. The Return To Kishkindha.
And stood before Kishkindha's gate,BOOK IV,Canto XIII. The Return To Kishkindha.
Where Bali kept his regal state.,BOOK IV,Canto XIII. The Return To Kishkindha.
The hero in his warrior hold,BOOK IV,Canto XIII. The Return To Kishkindha.
"Raised his great bow adorned with gold,",BOOK IV,Canto XIII. The Return To Kishkindha.
And drew his pointed arrow bright,BOOK IV,Canto XIII. The Return To Kishkindha.
"As sunbeams, finisher of fight.",BOOK IV,Canto XIII. The Return To Kishkindha.
Strong-necked Sugriva led the way,BOOK IV,Canto XIII. The Return To Kishkindha.
With Lakshman mighty in the fray.,BOOK IV,Canto XIII. The Return To Kishkindha.
Nala and Nila came behind,BOOK IV,Canto XIII. The Return To Kishkindha.
"With Hanuman of lofty mind,",BOOK IV,Canto XIII. The Return To Kishkindha.
"And valiant Tara, last in place,",BOOK IV,Canto XIII. The Return To Kishkindha.
A leader of the Vanar race.,BOOK IV,Canto XIII. The Return To Kishkindha.
They gazed on many a tree that showed,BOOK IV,Canto XIII. The Return To Kishkindha.
"The glory of its pendent load,",BOOK IV,Canto XIII. The Return To Kishkindha.
